Date,High,Low,Open,Close,Volume,Adj Close
12/2/2019,67.27600098,65.73799896,65.87999725,66.97399902,30372500,66.97399902
12/3/2019,67.58200073,66.43800354,66.52400208,67.23999786,32868500,67.23999786
12/4/2019,67.5719986,66.56999969,67.55000305,66.60600281,27665000,66.60600281
12/5/2019,66.88400269,65.44999695,66.56600189,66.0739975,18623000,66.0739975
12/6/2019,67.77200317,66.95400238,67,67.1780014,38062000,67.1780014
12/9/2019,68.88999939,67.01599884,67.31800079,67.90599823,45115500,67.90599823
12/10/2019,70.14600372,67.86199951,67.99199677,69.76799774,44141500,69.76799774
12/11/2019,71.43800354,70.21800232,70.37599945,70.54000092,34489000,70.54000092
12/12/2019,72.54799652,70.64600372,70.98400116,71.93599701,38819500,71.93599701
12/13/2019,73.04199982,70.9280014,72.20999908,71.6780014,32854500,71.6780014
12/16/2019,76.72200012,72.5,72.51000214,76.30000305,90871000,76.30000305
12/17/2019,77.09999847,75.18000031,75.79799652,75.79799652,42484000,75.79799652
12/18/2019,79.04399872,76.11599731,76.12599945,78.62999725,70605000,78.62999725
12/19/2019,81.37000275,79.30000305,79.46399689,80.80799866,90535500,80.80799866
12/20/2019,82.59999847,80.03800201,82.05799866,81.11799622,73763500,81.11799622
12/23/2019,84.40200043,82,82.35600281,83.84400177,66598000,83.84400177
12/24/2019,85.09400177,82.53800201,83.67199707,85.05000305,40273500,85.05000305
12/26/2019,86.69599915,85.26999664,85.58200073,86.18800354,53169500,86.18800354
12/27/2019,87.06199646,85.22200012,87,86.0759964,49728500,86.0759964
12/30/2019,85.80000305,81.85199738,85.75800323,82.94000244,62932000,82.94000244
12/31/2019,84.25800323,80.41600037,81,83.66600037,51428500,83.66600037
1/2/2020,86.13999939,84.34200287,84.90000153,86.05200195,47660500,86.05200195
1/3/2020,90.80000305,87.38400269,88.09999847,88.60199738,88892500,88.60199738
1/6/2020,90.31199646,88,88.09400177,90.30799866,50665000,90.30799866
1/7/2020,94.3259964,90.67199707,92.27999878,93.81199646,89410500,93.81199646
1/8/2020,99.69799805,93.64600372,94.73999786,98.4280014,155721500,98.4280014
1/9/2020,99.76000214,94.5739975,99.41999817,96.26799774,142202000,96.26799774
1/10/2020,96.98799896,94.73999786,96.35800171,95.62999725,64797500,95.62999725
1/13/2020,105.1259995,98.40000153,98.69999695,104.9720001,132588000,104.9720001
1/14/2020,109.4820023,104.9800034,108.8519974,107.5839996,144981000,107.5839996
1/15/2020,107.5680008,103.3580017,105.9520035,103.6999969,86844000,103.6999969
1/16/2020,102.8919983,98.43399811,98.75,102.697998,108683500,102.697998
1/17/2020,103.1340027,100.6320038,101.5220032,102.0999985,68145500,102.0999985
1/21/2020,109.7160034,105.6819992,106.0500031,109.4400024,89017500,109.4400024
1/22/2020,118.9000015,111.8199997,114.3779984,113.9120026,156845000,113.9120026
1/23/2020,116.4000015,111.1200027,112.8499985,114.4400024,98255000,114.4400024
1/24/2020,114.7720032,110.8519974,114.1259995,112.9639969,71768000,112.9639969
1/27/2020,112.8880005,107.8560028,108.3980026,111.6039963,68040500,111.6039963
1/28/2020,115.3619995,111.6159973,113.697998,113.3799973,58942500,113.3799973
1/29/2020,117.9599991,113.4860001,115.1380005,116.197998,89007500,116.197998
1/30/2020,130.1759949,123.5999985,126.4840012,128.1620026,145028500,128.1620026
1/31/2020,130.6000061,126.5039978,128,130.1139984,78596500,130.1139984
2/3/2020,157.2279968,134.7039948,134.7380066,156,235325000,156
2/4/2020,193.7980042,166.776001,176.5919952,177.4120026,304694000,177.4120026
2/5/2020,169.1959991,140.8220062,164.6519928,146.9400024,242119000,146.9400024
2/6/2020,159.1660004,137.3999939,139.9839935,149.7920074,199404000,149.7920074
2/7/2020,153.9499969,146,146.1100006,149.6139984,85317500,149.6139984
2/10/2020,163.9980011,150.4799957,160,154.2559967,123446000,154.2559967
2/11/2020,156.7019958,151.6000061,153.7579956,154.8760071,58487500,154.8760071
2/12/2020,157.9499969,152.673996,155.5740051,153.4579926,60112500,153.4579926
2/13/2020,163.6000061,147,148.3679962,160.8000031,131446500,160.8000031
2/14/2020,162.5939941,157.1000061,157.4440002,160.0059967,78468500,160.0059967
2/18/2020,172,166.4720001,168.3200073,171.6799927,81908500,171.6799927
2/19/2020,188.9559937,180.2039948,184.6999969,183.4839935,127115000,183.4839935
2/20/2020,182.3999939,171.9880066,182.3899994,179.8820038,88174500,179.8820038
2/21/2020,182.6119995,176.0899963,181.3959961,180.1999969,71574000,180.1999969
2/24/2020,172.6999969,164.4400024,167.8000031,166.7579956,75961000,166.7579956
2/25/2020,171.3200073,157.3999939,169.8000031,159.9819946,86452500,159.9819946
2/26/2020,162.6620026,155.2220001,156.5,155.7599945,70427500,155.7599945
2/27/2020,147.9539948,133.8000031,146,135.8000031,121386000,135.8000031
2/28/2020,138.1040039,122.3040009,125.9400024,133.5980072,121114500,133.5980072
3/2/2020,148.7380066,137.3339996,142.2519989,148.723999,100975000,148.723999
3/3/2020,161.3959961,143.2220001,161,149.102005,128920000,149.102005
3/4/2020,153.3040009,144.9459991,152.7920074,149.8999939,75245000,149.8999939
3/5/2020,149.1499939,143.6139984,144.7539978,144.9080048,54263500,144.9080048
3/6/2020,141.3999939,136.8540039,138,140.6959991,63314500,140.6959991
3/9/2020,132.6000061,121,121.0780029,121.5999985,85368500,121.5999985
3/10/2020,133.6000061,121.5999985,131.8860016,129.0659943,77972000,129.0659943
3/11/2020,130.7160034,122.5999985,128.0399933,126.8460007,66612500,126.8460007
3/12/2020,118.9000015,109.25,116.1780014,112.1100006,94545500,112.1100006
3/13/2020,121.5139999,100.4000015,119,109.3239975,113201500,109.3239975
3/16/2020,98.97399902,88.43399811,93.90000153,89.01399994,102447500,89.01399994
3/17/2020,94.37000275,79.19999695,88.0019989,86.04000092,119973000,86.04000092
3/18/2020,80.97200012,70.10199738,77.80000305,72.2440033,118931000,72.2440033
3/19/2020,90.40000153,71.69200134,74.94000244,85.52799988,150977500,85.52799988
3/20/2020,95.40000153,85.15799713,87.63999939,85.5059967,141427500,85.5059967
3/23/2020,88.40000153,82.09999847,86.72000122,86.85800171,82272500,86.85800171
3/24/2020,102.737999,94.80000305,95.45999908,101,114476000,101
3/25/2020,111.4000015,102.2220001,109.0500031,107.8499985,106113500,107.8499985
3/26/2020,112,102.4499969,109.4779968,105.6320038,86903500,105.6320038
3/27/2020,105.1600037,98.80599976,101,102.8720016,71887000,102.8720016
3/30/2020,103.3300018,98.2460022,102.052002,100.4260025,59990500,100.4260025
3/31/2020,108.5920029,99.40000153,100.25,104.8000031,88857500,104.8000031
4/1/2020,102.7900009,95.01999664,100.8000031,96.31199646,66766000,96.31199646
4/2/2020,98.85199738,89.27999878,96.20600128,90.89399719,99292000,90.89399719
4/3/2020,103.0979996,93.6780014,101.9000015,96.0019989,112810500,96.0019989
4/6/2020,104.1999969,99.59200287,102.2399979,103.2480011,74509000,103.2480011
4/7/2020,113,106.4680023,109,109.0899963,89599000,109.0899963
4/8/2020,111.4420013,106.6660004,110.8399963,109.7679977,63280000,109.7679977
4/9/2020,115.0360031,111.4219971,112.4179993,114.5999985,68250000,114.5999985
4/13/2020,130.3999939,116.1060028,118.0319977,130.1900024,112377000,130.1900024
4/14/2020,148.3760071,138.4859924,139.7940063,141.9779968,152882500,141.9779968
4/15/2020,150.6260071,142,148.3999939,145.9660034,117885000,145.9660034
4/16/2020,151.8899994,141.3439941,143.3880005,149.0420074,103289500,149.0420074
4/17/2020,154.9900055,149.5319977,154.4559937,150.7779999,65641000,150.7779999
4/20/2020,153.1139984,142.4420013,146.5399933,149.2720032,73733000,149.2720032
4/21/2020,150.6660004,134.7579956,146.0240021,137.3439941,101045500,137.3439941
4/22/2020,146.8000031,137.7420044,140.7960052,146.4219971,70827500,146.4219971
4/23/2020,146.8000031,140.6260071,145.5200043,141.1260071,66183500,141.1260071
4/24/2020,146.1459961,139.6360016,142.1620026,145.0299988,66060000,145.0299988
4/27/2020,159.897995,147,147.5220032,159.75,103407000,159.75
4/28/2020,161,151.3379974,159.128006,153.8240051,76110000,153.8240051
4/29/2020,160.6399994,156.6320038,158.0339966,160.102005,81080000,160.102005
4/30/2020,173.9640045,152.6999969,171.0379944,156.3760071,142359500,156.3760071
5/1/2020,154.5540009,136.6080017,151,140.2640076,162659000,140.2640076
5/4/2020,152.3999939,139.6000061,140.1999969,152.2380066,96185500,152.2380066
5/5/2020,159.7839966,152.4360046,157.9579926,153.6419983,84958500,153.6419983
5/6/2020,157.9600067,152.2220001,155.3000031,156.5160065,55616000,156.5160065
5/7/2020,159.2799988,154.4700012,155.4420013,156.0079956,57638500,156.0079956
5/8/2020,164.8000031,157.4019928,158.7539978,163.8840027,80432500,163.8840027
5/11/2020,164.8000031,157,158.102005,162.2579956,82598000,162.2579956
5/12/2020,168.6580048,161.6000061,165.3999939,161.8820038,79534500,161.8820038
5/13/2020,165.1999969,152.6600037,164.1660004,158.1920013,95327500,158.1920013
5/14/2020,160.6719971,152.8000031,156,160.6660004,68411000,160.6660004
5/15/2020,161.0099945,157.3099976,158.0700073,159.8339996,52592000,159.8339996
5/18/2020,166.9440002,160.776001,165.5559998,162.7259979,58329000,162.7259979
5/19/2020,164.4140015,161.2160034,163.0339966,161.602005,48182500,161.602005
5/20/2020,165.1999969,162.3600006,164.1000061,163.1119995,36546500,163.1119995
5/21/2020,166.5,159.1999969,163.1999969,165.5200043,61273000,165.5200043
5/22/2020,166.3560028,162.3999939,164.4340057,163.3760071,49937500,163.3760071
5/26/2020,166.9199982,163.1419983,166.8999939,163.7740021,40448500,163.7740021
5/27/2020,165.5420074,157,164.1719971,164.0460052,57747500,164.0460052
5/28/2020,164.9499969,160.3379974,162.7019958,161.1620026,36278000,161.1620026
5/29/2020,167,160.8419952,161.75,167,58822500,167
6/1/2020,179.8000031,170.8200073,171.6000061,179.6199951,74697500,179.6199951
6/2/2020,181.7319946,174.1999969,178.9400024,176.3119965,67828000,176.3119965
6/3/2020,179.5879974,176.0200043,177.6239929,176.5919952,39747500,176.5919952
6/4/2020,179.1499939,171.6880035,177.9759979,172.8760071,44438500,172.8760071
6/5/2020,177.3040009,173.2400055,175.5679932,177.1320038,39059500,177.1320038
6/8/2020,190,181.8320007,183.8000031,189.9839935,70873500,189.9839935
6/9/2020,190.8880005,184.7859955,188.0019989,188.1340027,56941000,188.1340027
6/10/2020,205.4960022,196.5,198.3760071,205.0099945,92817000,205.0099945
6/11/2020,203.7920074,194.3999939,198.0399933,194.5679932,79582500,194.5679932
6/12/2020,197.595993,182.5200043,196,187.0559998,83817000,187.0559998
6/15/2020,199.7680054,181.6999969,183.5579987,198.1799927,78486000,198.1799927
6/16/2020,202.576004,192.4779968,202.3699951,196.4259949,70255500,196.4259949
6/17/2020,201,196.5140076,197.5420074,198.3580017,49454000,198.3580017
6/18/2020,203.8399963,198.8939972,200.6000061,200.7920074,48759500,200.7920074
6/19/2020,203.1940002,198.2680054,202.5559998,200.1799927,43398500,200.1799927
6/22/2020,201.776001,198.0039978,199.9900055,198.8639984,31812000,198.8639984
6/23/2020,202.3999939,198.802002,199.776001,200.3560028,31826500,200.3560028
6/24/2020,200.1759949,190.628006,198.8220062,192.1699982,54798000,192.1699982
6/25/2020,197.1959991,187.4299927,190.8540039,197.1959991,46272500,197.1959991
6/26/2020,199,190.973999,198.9559937,191.947998,44274500,191.947998
6/29/2020,202,189.7039948,193.802002,201.8699951,45132000,201.8699951
6/30/2020,217.5379944,200.7460022,201.3000031,215.9620056,84592500,215.9620056
7/1/2020,227.0659943,216.1000061,216.6000061,223.9259949,66634500,223.9259949
7/2/2020,245.6000061,237.1199951,244.2960052,241.7319946,86250500,241.7319946
7/6/2020,275.5580139,253.2079926,255.3379974,274.3160095,102849500,274.3160095
7/7/2020,285.8999939,267.3420105,281.0020142,277.9719849,107448500,277.9719849
7/8/2020,283.4519958,262.2680054,281,273.1759949,81556500,273.1759949
7/9/2020,281.7120056,270.256012,279.3980103,278.8559875,58588000,278.8559875
7/10/2020,309.7839966,275.2019958,279.2000122,308.9299927,116688000,308.9299927
7/13/2020,358.9979858,294.2219849,331.7999878,299.4119873,194927000,299.4119873
7/14/2020,318,286.2000122,311.2000122,303.3599854,117090500,303.3599854
7/15/2020,310,291.3999939,308.6000061,309.2019958,81839000,309.2019958
7/16/2020,306.3420105,293.2000122,295.4320068,300.1279907,71504000,300.1279907
7/17/2020,307.5020142,298,302.6900024,300.1679993,46650000,300.1679993
7/20/2020,330,297.6000061,303.802002,328.6000061,85607000,328.6000061
7/21/2020,335,311.6000061,327.9859924,313.6719971,80536000,313.6719971
7/22/2020,325.2839966,312.3999939,319.7999878,318.4660034,70805500,318.4660034
7/23/2020,337.7999878,296.1539917,335.7900085,302.6140137,121642500,302.6140137
7/24/2020,293,273.3080139,283.2019958,283.3999939,96983000,283.3999939
7/27/2020,309.5880127,282.6000061,287,307.9200134,80243500,307.9200134
7/28/2020,312.9400024,294.8840027,300.7999878,295.2980042,79043500,295.2980042
7/29/2020,306.9620056,297.3999939,300.2000122,299.821991,47134500,299.821991
7/30/2020,302.6480103,294.2000122,297.6000061,297.4979858,38105000,297.4979858
7/31/2020,303.4100037,284.1960144,303,286.1520081,61041000,286.1520081
8/3/2020,301.9620056,288.8760071,289.8399963,297,44046500,297
8/4/2020,305.4819946,292.3999939,299.0020142,297.3999939,42075000,297.3999939
8/5/2020,299.9679871,293.6619873,298.5979919,297.0039978,24739000,297.0039978
8/6/2020,303.4620056,295.4519958,298.1659851,297.9159851,29961500,297.9159851
8/7/2020,299.9500122,283.0020142,299.9079895,290.5419922,44482000,290.5419922
8/10/2020,291.5,277.1679993,289.6000061,283.7139893,37611500,283.7139893
8/11/2020,284,273,279.2000122,274.8779907,43129000,274.8779907
8/12/2020,317,287,294,310.9519958,109147000,310.9519958
8/13/2020,330.2359924,313.4519958,322.2000122,324.2000122,102126500,324.2000122
8/14/2020,333.7600098,325.3280029,332.9979858,330.1419983,62888000,330.1419983
8/17/2020,369.1719971,334.5660095,335.3999939,367.1279907,101211500,367.1279907
8/18/2020,384.7799988,369.0220032,379.7980042,377.4179993,82372500,377.4179993
8/19/2020,382.2000122,368.2420044,373,375.7059937,61026500,375.7059937
8/20/2020,404.3980103,371.4119873,372.1359863,400.3659973,103059000,400.3659973
8/21/2020,419.0979919,405.0100098,408.9519958,409.9960022,107448000,409.9960022
8/24/2020,425.7999878,385.5039978,425.256012,402.8399963,100318000,402.8399963
8/25/2020,405.5899963,393.6000061,394.9779968,404.6679993,53294500,404.6679993
8/26/2020,433.2000122,410.7260132,412,430.6340027,71197000,430.6340027
8/27/2020,459.1199951,428.5,436.0920105,447.75,118465000,447.75
8/28/2020,463.697998,437.3039856,459.0239868,442.6799927,100406000,442.6799927
8/31/2020,500.1400146,440.1099854,444.6099854,498.3200073,118374400,498.3200073
9/1/2020,502.4899902,470.5100098,502.1400146,475.0499878,89841100,475.0499878
9/2/2020,479.0400085,405.1199951,478.9899902,447.3699951,96176100,447.3699951
9/3/2020,431.7999878,402,407.230011,407,87596100,407
9/4/2020,428,372.019989,402.8099976,418.3200073,110321900,418.3200073
9/8/2020,368.7399902,329.8800049,356,330.2099915,115465700,330.2099915
9/9/2020,369,341.5100098,356.6000061,366.2799988,79465800,366.2799988
9/10/2020,398.9899902,360.5599976,386.2099915,371.3399963,84930600,371.3399963
9/11/2020,382.5,360.5,381.9400024,372.7200012,60717500,372.7200012
9/14/2020,420,373.2999878,380.9500122,419.6199951,83020600,419.6199951
9/15/2020,461.9400024,430.7000122,436.5599976,449.7600098,97298200,449.7600098
9/16/2020,457.7900085,435.3099976,439.8699951,441.7600098,72279300,441.7600098
9/17/2020,437.7900085,408,415.6000061,423.4299927,76779200,423.4299927
9/18/2020,451,428.7999878,447.9400024,442.1499939,86406800,442.1499939
9/21/2020,455.6799927,407.0700073,453.1300049,449.3900146,109476800,449.3900146
9/22/2020,437.7600098,417.6000061,429.6000061,424.230011,79580800,424.230011
9/23/2020,412.1499939,375.8800049,405.1600037,380.3599854,95074200,380.3599854
9/24/2020,399.5,351.2999878,363.7999878,387.7900085,96561100,387.7900085
9/25/2020,408.730011,391.2999878,393.4700012,407.3399963,67208500,407.3399963
9/28/2020,428.0799866,415.5499878,424.6199951,421.2000122,49719600,421.2000122
9/29/2020,428.5,411.6000061,416,419.0700073,50219300,419.0700073
9/30/2020,433.9299927,420.4700012,421.3200073,429.0100098,48145600,429.0100098
10/1/2020,448.8800049,434.4200134,440.7600098,448.1600037,50741500,448.1600037
10/2/2020,439.1300049,415,421.3900146,415.0899963,71430000,415.0899963
10/5/2020,433.6400146,419.3299866,423.3500061,425.6799927,44722800,425.6799927
10/6/2020,428.7799988,406.0499878,423.7900085,413.980011,49146300,413.980011
10/7/2020,429.8999939,413.8500061,419.8699951,425.2999878,43127700,425.2999878
10/8/2020,439,425.2999878,438.4400024,425.9200134,40421100,425.9200134
10/9/2020,434.5899963,426.4599915,430.1300049,434,28925700,434
10/12/2020,448.7399902,438.5799866,442,442.2999878,38791100,442.2999878
10/13/2020,448.8900146,436.6000061,443.3500061,446.6499939,34463700,446.6499939
10/14/2020,465.8999939,447.3500061,449.7799988,461.2999878,47879700,461.2999878
10/15/2020,456.5700073,442.5,450.3099976,448.8800049,35672400,448.8800049
10/16/2020,455.9500122,438.8500061,454.4400024,439.6700134,32775900,439.6700134
10/19/2020,447,428.8699951,446.2399902,430.8299866,36287800,430.8299866
10/20/2020,431.75,419.0499878,431.75,421.9400024,31656300,421.9400024
10/21/2020,432.9500122,421.25,422.7000122,422.6400146,32370500,422.6400146
10/22/2020,445.230011,424.5100098,441.9200134,425.7900085,39993200,425.7900085
10/23/2020,422.8900146,407.3800049,421.8399963,420.6300049,33717000,420.6300049
10/26/2020,425.7600098,410,411.6300049,420.2799988,28239200,420.2799988
10/27/2020,430.5,420.1000061,423.7600098,424.6799927,22686500,424.6799927
10/28/2020,418.6000061,406,416.480011,406.019989,25451400,406.019989
10/29/2020,418.0599976,406.4599915,409.9599915,410.8299866,22655300,410.8299866
10/30/2020,407.5899963,379.1099854,406.8999939,388.0400085,42511300,388.0400085
11/2/2020,406.980011,392.2999878,394,400.5100098,29021100,400.5100098
11/3/2020,427.769989,406.6900024,409.730011,423.8999939,34351700,423.8999939
11/4/2020,435.3999939,417.1000061,430.6199951,420.980011,32143100,420.980011
11/5/2020,440,424,428.2999878,438.0899963,28414500,438.0899963
11/6/2020,436.5700073,424.2799988,436.1000061,429.9500122,21706000,429.9500122
11/9/2020,452.5,421,439.5,421.2600098,34833000,421.2600098
